fight_id,fighter,round,kd,sig_str_landed,sig_str_attempted,signif_str_rate,total_strikes_landed,total_strikes_attempted,sub_att,pass,rev,takedown_landed,takedown_attempted,td_rate,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
686,Tito Ortiz,2,0,8,26,0.3,8,26,0,0,0,1,4,0.25,2,20,4,4,2,2,6,24,2,2,0,0
686,Chuck Liddell,3,0,22,40,0.55,24,46,0,0,0,0,0,0.0,18,36,3,3,1,1,12,22,0,0,10,18
686,Tito Ortiz,3,0,7,21,0.33,7,21,0,0,0,0,3,0.0,2,14,1,1,4,6,7,21,0,0,0,0
685,Keith Jardine,1,0,36,63,0.57,36,63,0,0,0,0,0,0.0,28,55,2,2,6,6,24,51,4,4,8,8
685,Forrest Griffin,1,0,17,56,0.3,17,56,0,0,0,0,1,0.0,8,44,0,0,9,12,16,55,1,1,0,0
684,Jason MacDonald,1,0,6,19,0.31,18,31,0,0,0,0,3,0.0,1,11,3,4,2,4,2,11,4,8,0,0
684,Chris Leben,1,0,10,26,0.38,32,48,0,1,0,1,1,1.0,8,24,2,2,0,0,0,6,9,17,1,3
684,Jason MacDonald,2,0,3,8,0.37,17,22,1,1,0,1,2,0.5,1,3,1,2,1,3,2,6,1,2,0,0
684,Chris Leben,2,0,5,8,0.62,20,23,0,1,0,1,1,1.0,5,6,0,0,0,2,3,5,1,1,1,2
683,Andrei Arlovski,1,0,7,11,0.63,32,37,1,1,0,0,0,0.0,5,9,0,0,2,2,2,6,0,0,5,5
683,Marcio Cruz,1,0,0,2,0.0,0,2,2,0,0,0,5,0.0,0,2,0,0,0,0,0,2,0,0,0,0
682,Michael Bisping,1,0,19,33,0.57,21,35,0,0,1,0,1,0.0,15,28,3,4,1,1,7,15,2,2,10,16
682,Eric Schafer,1,0,3,6,0.5,10,13,2,3,0,3,7,0.42,1,3,2,3,0,0,0,1,2,4,1,1
681,Thiago Alves,1,1,22,43,0.51,37,59,0,3,0,0,0,0.0,22,42,0,0,0,1,2,6,0,0,20,37
681,Tony DeSouza,1,0,1,10,0.1,2,11,0,0,0,0,6,0.0,0,9,1,1,0,0,0,9,1,1,0,0
681,Thiago Alves,2,1,4,6,0.66,4,6,1,0,0,0,0,0.0,4,6,0,0,0,0,1,2,0,0,3,4
681,Tony DeSouza,2,0,0,0,0.0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
680,Gabriel Gonzaga,1,0,4,10,0.4,23,33,3,4,0,1,1,1.0,4,10,0,0,0,0,1,3,0,0,3,7
680,Carmelo Marrero,1,0,1,2,0.5,6,7,0,0,0,0,1,0.0,1,2,0,0,0,0,0,1,0,0,1,1
679,Yushin Okami,1,0,8,38,0.21,8,38,0,0,0,0,0,0.0,5,34,3,3,0,1,8,38,0,0,0,0
679,Rory Singer,1,0,9,57,0.15,9,57,0,0,0,0,0,0.0,3,50,4,4,2,3,7,54,2,3,0,0
679,Yushin Okami,2,0,11,18,0.61,23,32,0,3,0,2,3,0.66,4,10,2,2,5,6,2,7,3,3,6,8
679,Rory Singer,2,0,16,28,0.57,23,36,0,0,0,0,1,0.0,1,12,0,0,15,16,0,10,16,18,0,0
679,Yushin Okami,3,0,16,27,0.59,43,55,0,5,0,1,1,1.0,15,26,0,0,1,1,0,7,4,4,12,16
679,Rory Singer,3,0,3,8,0.37,3,8,0,0,0,0,0,0.0,1,6,1,1,1,1,3,8,0,0,0,0
678,Christian Wellisch,1,1,29,90,0.32,46,111,0,0,0,1,1,1.0,25,85,0,1,4,4,9,49,14,25,6,16
678,Anthony Perosh,1,0,11,27,0.4,12,29,0,0,0,0,7,0.0,4,20,0,0,7,7,7,20,4,7,0,0
678,Christian Wellisch,2,0,4,16,0.25,12,25,0,1,1,0,0,0.0,4,16,0,0,0,0,2,10,0,1,2,5
678,Anthony Perosh,2,1,21,35,0.6,48,63,0,0,0,3,3,1.0,21,35,0,0,0,0,3,8,11,18,7,9
678,Christian Wellisch,3,0,28,100,0.28,40,113,0,0,0,0,0,0.0,27,99,1,1,0,0,26,98,2,2,0,0
678,Anthony Perosh,3,0,16,45,0.35,16,45,0,0,0,0,1,0.0,15,43,0,1,1,1,15,43,1,2,0,0
677,Diego Sanchez,1,2,6,10,0.6,6,10,0,0,0,0,1,0.0,5,9,1,1,0,0,3,7,0,0,3,3
677,Joe Riggs,1,0,3,6,0.5,3,6,0,0,0,0,0,0.0,2,4,1,2,0,0,3,6,0,0,0,0
676,Josh Koscheck,1,0,3,12,0.25,19,28,0,0,0,2,4,0.5,2,11,1,1,0,0,1,6,0,0,2,6
676,Jeff Joslin,1,0,2,8,0.25,24,30,0,0,0,0,0,0.0,2,7,0,1,0,0,2,8,0,0,0,0
676,Josh Koscheck,2,0,5,16,0.31,15,26,0,0,0,2,4,0.5,4,15,0,0,1,1,2,11,0,0,3,5
676,Jeff Joslin,2,0,12,28,0.42,24,40,1,0,0,0,0,0.0,4,20,0,0,8,8,12,28,0,0,0,0
676,Josh Koscheck,3,0,6,16,0.37,14,26,1,2,0,2,4,0.5,6,16,0,0,0,0,0,3,0,0,6,13
676,Jeff Joslin,3,0,4,18,0.22,35,49,0,0,0,0,0,0.0,2,16,1,1,1,1,4,18,0,0,0,0
675,Karo Parisyan,1,0,19,50,0.38,21,52,0,0,0,1,2,0.5,18,49,1,1,0,0,14,37,4,10,1,3
675,Drew Fickett,1,0,23,56,0.41,27,60,0,0,0,0,2,0.0,6,33,6,7,11,16,17,47,6,9,0,0
675,Karo Parisyan,2,0,14,26,0.53,55,70,0,3,0,1,1,1.0,14,26,0,0,0,0,1,3,1,4,12,19
675,Drew Fickett,2,0,12,24,0.5,22,35,0,0,0,1,1,1.0,11,23,0,0,1,1,1,3,0,1,11,20
675,Karo Parisyan,3,0,23,71,0.32,25,74,0,2,0,1,1,1.0,23,71,0,0,0,0,18,56,5,13,0,2
675,Drew Fickett,3,0,12,48,0.25,14,50,0,0,0,0,4,0.0,4,36,5,6,3,6,9,41,3,7,0,0
674,Marcus Davis,1,0,3,8,0.37,14,20,2,2,0,1,1,1.0,2,4,1,3,0,1,1,4,1,3,1,1
674,Shonie Carter,1,0,5,12,0.41,17,28,0,0,1,0,0,0.0,4,11,0,0,1,1,1,2,1,1,3,9
674,Marcus Davis,2,1,30,45,0.66,34,49,0,0,0,0,1,0.0,21,36,3,3,6,6,24,39,6,6,0,0
674,Shonie Carter,2,0,7,27,0.25,7,27,0,0,0,0,0,0.0,1,20,0,0,6,7,7,25,0,2,0,0
674,Marcus Davis,3,0,21,53,0.39,21,53,0,0,0,0,0,0.0,15,46,3,4,3,3,19,50,2,3,0,0
674,Shonie Carter,3,0,15,47,0.31,15,47,0,0,0,0,0,0.0,4,32,3,6,8,9,14,45,1,2,0,0
673,David Heath,1,0,17,53,0.32,17,53,0,0,0,0,0,0.0,7,41,4,6,6,6,15,51,2,2,0,0
673,Victor Valimaki,1,0,22,68,0.32,24,70,0,0,0,0,0,0.0,15,60,4,5,3,3,19,63,3,5,0,0
673,David Heath,2,0,18,46,0.39,22,50,0,0,0,0,0,0.0,13,39,2,3,3,4,13,38,4,7,1,1
673,Victor Valimaki,2,0,23,70,0.32,37,84,0,1,0,1,2,0.5,17,60,1,3,5,7,17,60,1,1,5,9
673,David Heath,3,0,9,33,0.27,9,33,0,0,0,0,0,0.0,4,23,3,6,2,4,8,29,1,4,0,0
673,Victor Valimaki,3,0,21,71,0.29,22,72,0,0,0,0,1,0.0,14,61,3,5,4,5,17,60,4,11,0,0
672,Alan Belcher,1,0,9,25,0.36,17,36,1,0,0,1,2,0.5,0,16,1,1,8,8,1,12,3,3,5,10
672,Jorge Santiago,1,0,4,8,0.5,13,17,3,1,1,0,1,0.0,3,6,0,0,1,2,3,6,0,0,1,2
672,Alan Belcher,2,0,9,26,0.34,32,49,1,0,0,0,0,0.0,6,21,0,1,3,4,5,19,2,2,2,5
672,Jorge Santiago,2,0,6,35,0.17,7,36,0,1,0,0,2,0.0,5,33,1,2,0,0,5,32,1,2,0,1
672,Alan Belcher,3,1,11,25,0.44,22,37,0,0,0,0,0,0.0,5,17,0,0,6,8,8,19,0,0,3,6
672,Jorge Santiago,3,0,4,16,0.25,4,16,0,0,0,0,0,0.0,3,14,0,1,1,1,4,16,0,0,0,0
671,Luigi Fioravanti,1,1,23,50,0.46,31,59,0,0,0,1,1,1.0,14,40,5,5,4,5,14,35,7,10,2,5
671,Dave Menne,1,0,8,42,0.19,8,42,2,0,0,0,2,0.0,2,30,2,2,4,10,8,41,0,1,0,0
670,Brock Larson,1,0,6,15,0.4,12,23,0,1,0,2,4,0.5,5,13,1,2,0,0,1,4,2,4,3,7
670,Keita Nakamura,1,0,3,10,0.3,10,17,1,0,0,0,1,0.0,2,9,1,1,0,0,1,6,1,3,1,1
670,Brock Larson,2,0,8,15,0.53,18,26,0,1,0,2,8,0.25,7,14,1,1,0,0,3,9,1,1,4,5
670,Keita Nakamura,2,0,6,10,0.6,29,34,0,0,0,0,0,0.0,5,9,1,1,0,0,5,8,1,2,0,0
670,Brock Larson,3,0,8,25,0.32,12,30,0,0,0,1,8,0.12,8,25,0,0,0,0,7,23,1,2,0,0
670,Keita Nakamura,3,0,7,24,0.29,36,53,0,0,0,0,0,0.0,7,24,0,0,0,0,7,24,0,0,0,0
669,Logan Clark,1,0,12,16,0.75,68,82,2,2,0,0,0,0.0,9,12,3,4,0,0,0,1,2,3,10,12
669,Steve Byrnes,1,0,1,4,0.25,3,6,2,1,0,1,2,0.5,1,4,0,0,0,0,1,2,0,0,0,2
669,Logan Clark,2,0,15,16,0.93,65,73,0,2,1,0,0,0.0,11,12,3,3,1,1,1,1,0,0,14,15
669,Steve Byrnes,2,0,8,11,0.72,14,18,2,1,1,1,1,1.0,8,11,0,0,0,0,0,0,0,0,8,11
669,Logan Clark,3,0,13,23,0.56,50,64,0,0,0,0,0,0.0,7,16,5,6,1,1,1,4,12,19,0,0
669,Steve Byrnes,3,0,9,20,0.45,28,40,0,0,0,1,2,0.5,7,18,2,2,0,0,0,1,3,3,6,16
668,Georges St-Pierre,1,1,28,60,0.46,32,64,0,1,0,1,1,1.0,20,44,3,5,5,11,22,53,4,5,2,2
668,Matt Hughes,1,0,5,29,0.17,5,29,0,0,0,0,2,0.0,3,26,1,2,1,1,5,28,0,1,0,0
668,Georges St-Pierre,2,1,17,32,0.53,17,32,0,0,0,0,0,0.0,12,26,0,0,5,6,11,21,0,0,6,11
668,Matt Hughes,2,0,5,10,0.5,5,10,0,0,0,0,1,0.0,3,8,2,2,0,0,3,8,2,2,0,0
667,Tim Sylvia,1,0,6,36,0.16,13,43,0,0,0,0,0,0.0,6,36,0,0,0,0,6,36,0,0,0,0
667,Jeff Monson,1,0,3,13,0.23,3,13,0,0,0,0,4,0.0,3,13,0,0,0,0,3,13,0,0,0,0
667,Tim Sylvia,2,0,18,62,0.29,18,62,0,0,0,0,0,0.0,12,55,0,0,6,7,12,55,0,0,6,7
667,Jeff Monson,2,0,1,9,0.11,5,15,0,0,0,0,4,0.0,1,8,0,1,0,0,1,9,0,0,0,0
667,Tim Sylvia,3,0,5,18,0.27,29,49,0,0,1,0,0,0.0,3,16,2,2,0,0,4,17,0,0,1,1
667,Jeff Monson,3,0,6,16,0.37,24,36,2,2,0,1,1,1.0,4,14,2,2,0,0,0,2,0,0,6,14
667,Tim Sylvia,4,0,2,14,0.14,21,33,1,1,0,0,0,0.0,2,14,0,0,0,0,2,12,0,0,0,2
667,Jeff Monson,4,0,0,1,0.0,8,12,0,0,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0
667,Tim Sylvia,5,0,18,45,0.4,19,46,0,0,0,0,0,0.0,4,31,0,0,14,14,4,31,0,0,14,14
667,Jeff Monson,5,0,2,11,0.18,10,24,0,0,0,0,3,0.0,2,11,0,0,0,0,2,11,0,0,0,0
666,Drew McFedries,1,1,30,57,0.52,36,63,0,1,0,1,1,1.0,21,47,7,7,2,3,13,34,5,8,12,15
666,Alessio Sakara,1,0,32,58,0.55,33,59,0,0,0,0,2,0.0,28,52,4,6,0,0,15,33,17,25,0,0
665,Brandon Vera,1,0,15,21,0.71,17,24,0,1,0,0,0,0.0,13,19,1,1,1,1,5,10,2,2,8,9
665,Frank Mir,1,0,2,7,0.28,2,7,0,0,0,0,1,0.0,2,7,0,0,0,0,2,7,0,0,0,0
664,Joe Stevenson,1,0,1,1,1.0,2,2,3,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,1,0,0
664,Dokonjonosuke Mishima,1,0,1,5,0.2,6,13,0,1,0,1,1,1.0,0,4,1,1,0,0,0,2,0,0,1,3
663,Nick Diaz,1,0,11,24,0.45,68,86,1,1,1,0,1,0.0,11,24,0,0,0,0,0,0,0,0,11,24
663,Gleison Tibau,1,0,0,9,0.0,7,16,1,0,0,0,0,0.0,0,9,0,0,0,0,0,1,0,0,0,8
663,Nick Diaz,2,0,13,27,0.48,49,72,0,0,0,0,0,0.0,13,27,0,0,0,0,1,2,0,0,12,25
663,Gleison Tibau,2,0,0,0,0.0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
662,Antoni Hardonk,1,1,10,12,0.83,15,18,0,0,0,0,0,0.0,5,6,2,3,3,3,7,8,3,4,0,0
662,Sherman Pendergarst,1,0,4,11,0.36,14,21,0,2,0,1,1,1.0,4,10,0,1,0,0,0,5,0,1,4,5
661,James Irvin,1,0,7,16,0.43,8,17,0,0,0,0,0,0.0,1,7,1,1,5,8,6,13,1,3,0,0
661,Hector Ramirez,1,0,19,27,0.7,51,59,1,3,0,3,5,0.6,14,22,2,2,3,3,8,13,3,3,8,11
661,James Irvin,2,1,10,18,0.55,10,18,0,0,0,0,0,0.0,3,7,1,2,6,9,7,14,0,0,3,4
661,Hector Ramirez,2,0,14,21,0.66,15,22,0,0,0,0,0,0.0,10,16,3,4,1,1,7,11,7,10,0,0
660,Jake O'Brien,1,0,10,17,0.58,48,60,0,0,0,3,4,0.75,9,16,1,1,0,0,0,1,0,0,10,16
660,Josh Shockman,1,0,3,7,0.42,22,31,0,0,0,0,0,0.0,0,3,1,2,2,2,3,7,0,0,0,0
660,Jake O'Brien,2,0,3,8,0.37,26,31,0,0,0,4,6,0.66,3,8,0,0,0,0,0,4,0,0,3,4
660,Josh Shockman,2,0,3,14,0.21,15,27,0,0,0,0,0,0.0,0,10,1,2,2,2,3,14,0,0,0,0
660,Jake O'Brien,3,0,0,6,0.0,32,41,0,2,0,3,3,1.0,0,6,0,0,0,0,0,2,0,0,0,4
660,Josh Shockman,3,0,7,19,0.36,13,25,0,0,0,0,0,0.0,1,9,0,3,6,7,7,19,0,0,0,0
659,Matt Serra,1,0,8,13,0.61,29,34,0,0,0,0,7,0.0,3,7,3,4,2,2,0,2,7,9,1,2
659,Chris Lytle,1,0,12,15,0.8,67,73,0,0,0,1,1,1.0,2,5,5,5,5,5,1,2,6,6,5,7
659,Matt Serra,2,0,7,14,0.5,27,35,0,0,0,0,5,0.0,1,6,2,4,4,4,2,6,5,8,0,0
659,Chris Lytle,2,0,17,26,0.65,84,93,0,0,0,0,0,0.0,2,10,15,16,0,0,1,7,16,19,0,0
659,Matt Serra,3,0,5,12,0.41,35,45,0,1,0,1,4,0.25,3,8,2,3,0,1,1,7,3,4,1,1
659,Chris Lytle,3,0,13,17,0.76,44,48,0,0,0,0,1,0.0,3,7,10,10,0,0,1,3,12,13,0,1
658,Travis Lutter,1,0,0,0,0.0,5,5,1,3,0,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0
658,Patrick Cote,1,0,0,1,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0
657,Din Thomas,1,1,14,38,0.36,35,60,0,0,0,0,0,0.0,7,30,7,8,0,0,8,31,5,5,1,2
657,Rich Clementi,1,0,13,47,0.27,15,49,0,0,0,1,2,0.5,3,35,6,7,4,5,8,37,5,10,0,0
657,Din Thomas,2,0,19,37,0.51,28,47,1,2,0,1,1,1.0,16,32,2,4,1,1,9,23,9,13,1,1
657,Rich Clementi,2,0,9,25,0.36,12,28,0,0,0,0,0,0.0,6,19,1,2,2,4,5,20,4,5,0,0
656,Jorge Rivera,1,1,24,43,0.55,31,56,0,0,0,0,0,0.0,16,33,4,5,4,5,7,11,10,21,7,11
656,Edwin DeWees,1,0,6,25,0.24,7,26,0,0,0,0,0,0.0,4,22,1,1,1,2,4,18,2,7,0,0
655,Pete Spratt,1,0,11,14,0.78,37,40,0,0,1,0,0,0.0,7,10,2,2,2,2,3,4,3,3,5,7
655,Jeremy Jackson,1,0,5,12,0.41,20,31,0,2,1,2,4,0.5,0,6,1,1,4,5,0,6,5,5,0,1
655,Pete Spratt,2,0,1,1,1.0,3,3,0,0,0,0,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0
655,Jeremy Jackson,2,0,0,2,0.0,0,2,0,0,0,0,1,0.0,0,1,0,0,0,1,0,2,0,0,0,0
654,Scott Smith,1,1,16,64,0.25,16,64,0,0,0,0,0,0.0,15,59,0,1,1,4,14,59,2,5,0,0
654,Pete Sell,1,0,16,53,0.3,28,65,0,0,0,0,0,0.0,9,42,2,4,5,7,13,46,3,7,0,0
654,Scott Smith,2,1,10,29,0.34,10,29,0,0,0,0,0,0.0,8,27,0,0,2,2,10,28,0,0,0,1
654,Pete Sell,2,0,16,37,0.43,16,37,0,0,0,0,0,0.0,10,31,2,2,4,4,16,36,0,1,0,0
653,Charles McCarthy,1,0,2,12,0.16,2,12,1,1,0,1,1,1.0,1,11,1,1,0,0,1,11,1,1,0,0
653,Gideon Ray,1,0,9,26,0.34,9,26,0,0,0,0,0,0.0,4,18,1,1,4,7,9,26,0,0,0,0
652,Martin Kampmann,1,0,8,25,0.32,11,28,0,0,0,0,0,0.0,1,18,5,5,2,2,2,18,6,7,0,0
652,Thales Leites,1,1,14,29,0.48,20,35,0,1,0,1,4,0.25,9,23,5,6,0,0,6,15,5,6,3,8
652,Martin Kampmann,2,0,37,76,0.48,37,76,0,0,0,0,0,0.0,27,66,2,2,8,8,35,70,2,6,0,0
652,Thales Leites,2,0,18,72,0.25,18,72,0,0,0,0,3,0.0,16,69,0,1,2,2,18,71,0,1,0,0
652,Martin Kampmann,3,1,56,99,0.56,61,104,0,0,0,0,0,0.0,46,89,7,7,3,3,42,84,12,13,2,2
652,Thales Leites,3,0,14,70,0.2,15,71,0,0,0,0,5,0.0,12,68,2,2,0,0,12,67,2,3,0,0
651,Anderson Silva,1,1,31,36,0.86,31,36,0,0,0,0,0,0.0,5,9,23,24,3,3,5,8,26,28,0,0
651,Rich Franklin,1,0,10,23,0.43,13,26,0,0,0,0,0,0.0,4,16,1,2,5,5,8,19,2,4,0,0
650,Sean Sherk,1,0,15,31,0.48,28,48,1,5,0,1,1,1.0,15,31,0,0,0,0,1,1,0,0,14,30
650,Kenny Florian,1,0,2,3,0.66,11,13,1,0,0,0,0,0.0,1,2,1,1,0,0,1,2,0,0,1,1
650,Sean Sherk,2,0,4,9,0.44,11,17,0,2,0,1,4,0.25,3,8,0,0,1,1,1,3,0,1,3,5
650,Kenny Florian,2,0,8,11,0.72,29,32,0,0,1,0,0,0.0,6,9,1,1,1,1,2,4,0,0,6,7
650,Sean Sherk,3,0,20,31,0.64,53,67,0,2,0,1,1,1.0,18,29,1,1,1,1,3,6,3,5,14,20
650,Kenny Florian,3,0,3,10,0.3,28,37,0,0,0,0,1,0.0,0,7,3,3,0,0,3,10,0,0,0,0
650,Sean Sherk,4,0,14,23,0.6,40,53,0,4,0,1,2,0.5,13,21,0,0,1,2,1,3,0,0,13,20
650,Kenny Florian,4,0,3,6,0.5,10,13,0,0,0,0,0,0.0,2,4,1,2,0,0,2,5,0,0,1,1
650,Sean Sherk,5,0,7,10,0.7,29,32,0,2,0,4,5,0.8,6,9,0,0,1,1,2,2,0,0,5,8
650,Kenny Florian,5,0,7,10,0.7,12,15,3,0,0,0,0,0.0,3,6,4,4,0,0,4,7,0,0,3,3
649,Jon Fitch,1,0,4,7,0.57,46,56,0,1,0,1,2,0.5,4,7,0,0,0,0,0,2,0,0,4,5
649,Kuniyoshi Hironaka,1,0,1,2,0.5,6,7,2,0,0,0,1,0.0,0,1,1,1,0,0,0,1,1,1,0,0
649,Jon Fitch,2,0,16,32,0.5,62,81,0,0,0,2,2,1.0,14,30,2,2,0,0,4,12,1,2,11,18
649,Kuniyoshi Hironaka,2,0,0,3,0.0,1,4,0,0,0,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0
649,Jon Fitch,3,0,24,39,0.61,76,93,0,0,0,2,2,1.0,18,31,2,4,4,4,11,18,0,2,13,19
649,Kuniyoshi Hironaka,3,0,3,12,0.25,10,20,0,0,0,0,1,0.0,2,10,1,2,0,0,3,11,0,1,0,0
648,Carmelo Marrero,1,0,15,23,0.65,40,49,0,2,0,1,1,1.0,5,13,10,10,0,0,0,0,0,0,15,23
648,Cheick Kongo,1,0,4,13,0.3,19,28,0,0,0,0,0,0.0,0,3,0,0,4,10,4,13,0,0,0,0
648,Carmelo Marrero,2,0,1,5,0.2,20,26,0,2,0,3,4,0.75,1,5,0,0,0,0,0,0,0,0,1,5
648,Cheick Kongo,2,0,5,10,0.5,16,21,1,0,0,0,0,0.0,1,5,0,0,4,5,5,10,0,0,0,0
648,Carmelo Marrero,3,0,0,3,0.0,10,13,0,1,0,2,5,0.4,0,2,0,1,0,0,0,1,0,1,0,1
648,Cheick Kongo,3,0,9,19,0.47,35,45,1,2,0,0,2,0.0,3,12,4,4,2,3,4,13,5,5,0,1
647,Spencer Fisher,1,1,13,17,0.76,28,32,0,0,0,0,0,0.0,12,16,1,1,0,0,3,3,7,11,3,3
647,Dan Lauzon,1,0,8,25,0.32,13,33,0,1,0,2,5,0.4,7,23,0,0,1,2,0,0,1,2,7,23
646,Yushin Okami,1,0,12,33,0.36,18,40,1,0,0,1,1,1.0,8,29,3,3,1,1,8,27,2,2,2,4
646,Kalib Starnes,1,0,4,15,0.26,4,15,1,0,0,0,2,0.0,2,11,0,1,2,3,2,13,2,2,0,0
646,Yushin Okami,2,0,12,20,0.6,18,28,0,0,0,1,2,0.5,8,16,3,3,1,1,4,10,6,7,2,3
646,Kalib Starnes,2,0,13,17,0.76,21,25,0,0,0,0,2,0.0,2,5,1,1,10,11,4,8,9,9,0,0
646,Yushin Okami,3,0,15,23,0.65,17,25,0,3,0,1,1,1.0,14,22,1,1,0,0,5,9,1,1,9,13
646,Kalib Starnes,3,0,2,4,0.5,2,4,0,0,0,0,0,0.0,0,1,0,1,2,2,2,4,0,0,0,0
645,Clay Guida,1,0,9,27,0.33,25,46,0,1,0,1,3,0.33,8,26,1,1,0,0,1,10,1,1,7,16
645,Justin James,1,0,10,30,0.33,15,35,1,0,0,0,0,0.0,5,25,5,5,0,0,3,22,6,7,1,1
645,Clay Guida,2,0,17,25,0.68,68,79,2,1,0,1,1,1.0,15,23,1,1,1,1,1,3,0,0,16,22
645,Justin James,2,0,3,6,0.5,13,17,0,0,0,0,0,0.0,3,6,0,0,0,0,0,2,2,3,1,1
644,Kurt Pellegrino,1,0,5,9,0.55,30,37,1,2,0,1,1,1.0,5,9,0,0,0,0,0,0,0,0,5,9
644,Junior Assuncao,1,0,1,6,0.16,3,10,0,0,0,0,0,0.0,1,6,0,0,0,0,1,6,0,0,0,0
643,Tito Ortiz,1,0,18,29,0.62,38,52,0,0,0,1,1,1.0,15,25,1,1,2,3,0,2,3,3,15,24
643,Ken Shamrock,1,0,0,0,0.0,7,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
642,Kendall Grove,1,0,13,26,0.5,22,36,1,1,1,1,1,1.0,12,25,1,1,0,0,1,4,1,1,11,21
642,Chris Price,1,0,5,10,0.5,7,12,0,0,1,0,0,0.0,2,7,3,3,0,0,2,5,3,3,0,2
641,Jason MacDonald,1,0,5,7,0.71,14,16,2,2,1,0,1,0.0,4,5,0,0,1,2,2,4,0,0,3,3
641,Ed Herman,1,0,2,2,1.0,5,5,0,1,1,1,2,0.5,0,0,0,0,2,2,2,2,0,0,0,0
640,Matt Hamill,1,0,8,22,0.36,49,68,0,0,0,2,4,0.5,6,20,0,0,2,2,4,15,2,3,2,4
640,Seth Petruzelli,1,0,9,17,0.52,18,26,0,0,0,0,0,0.0,1,8,4,4,4,5,7,14,2,3,0,0
640,Matt Hamill,2,0,5,14,0.35,27,46,0,0,0,2,2,1.0,4,13,0,0,1,1,3,10,1,2,1,2
640,Seth Petruzelli,2,1,8,23,0.34,20,36,0,0,0,0,0,0.0,6,21,1,1,1,1,6,18,1,2,1,3
640,Matt Hamill,3,0,1,4,0.25,29,34,0,0,0,3,5,0.6,1,4,0,0,0,0,1,4,0,0,0,0
640,Seth Petruzelli,3,0,8,18,0.44,16,26,1,0,0,0,0,0.0,4,12,3,5,1,1,8,17,0,1,0,0
639,Nate Marquardt,1,0,9,21,0.42,22,36,1,2,1,1,2,0.5,3,14,2,2,4,5,7,16,0,0,2,5
639,Crafton Wallace,1,0,4,15,0.26,24,35,0,0,0,0,0,0.0,3,14,0,0,1,1,4,14,0,0,0,1
639,Nate Marquardt,2,0,4,6,0.66,9,11,1,2,0,1,1,1.0,4,6,0,0,0,0,0,0,0,0,4,6
639,Crafton Wallace,2,0,0,3,0.0,3,6,0,0,0,0,0,0.0,0,2,0,1,0,0,0,3,0,0,0,0
638,Tony DeSouza,1,0,5,5,1.0,12,12,1,2,0,1,1,1.0,5,5,0,0,0,0,0,0,0,0,5,5
638,Dustin Hazelett,1,0,1,4,0.25,1,4,1,0,0,0,0,0.0,1,4,0,0,0,0,1,4,0,0,0,0
637,Rory Singer,1,0,21,49,0.42,25,53,0,0,0,0,1,0.0,17,45,3,3,1,1,12,31,9,18,0,0
637,Josh Haynes,1,0,9,43,0.2,13,48,0,0,0,0,2,0.0,4,33,3,7,2,3,8,40,1,3,0,0
637,Rory Singer,2,0,8,26,0.3,9,27,0,0,0,0,0,0.0,8,26,0,0,0,0,8,25,0,1,0,0
637,Josh Haynes,2,1,12,40,0.3,17,45,0,1,0,1,2,0.5,11,39,1,1,0,0,2,17,1,3,9,20
637,Rory Singer,3,0,21,48,0.43,23,50,0,0,0,0,0,0.0,19,46,2,2,0,0,18,44,3,3,0,1
637,Josh Haynes,3,0,2,18,0.11,2,20,0,0,0,0,2,0.0,0,15,0,1,2,2,2,17,0,1,0,0
636,Thiago Alves,1,0,21,43,0.48,24,46,0,0,0,0,0,0.0,6,27,6,7,9,9,12,31,9,12,0,0
636,John Alessio,1,0,2,14,0.14,3,15,0,0,0,0,4,0.0,1,13,0,0,1,1,2,13,0,1,0,0
636,Thiago Alves,2,0,18,45,0.4,34,62,0,0,0,0,0,0.0,10,33,2,2,6,10,9,26,2,4,7,15
636,John Alessio,2,0,7,41,0.17,11,45,0,1,0,1,4,0.25,7,41,0,0,0,0,4,34,2,6,1,1
636,Thiago Alves,3,0,24,54,0.44,26,56,0,0,0,0,0,0.0,11,35,3,4,10,15,20,47,4,7,0,0
636,John Alessio,3,0,4,27,0.14,4,27,0,1,0,1,2,0.5,4,25,0,2,0,0,4,25,0,2,0,0
635,Marcus Davis,1,0,33,50,0.66,66,88,1,0,0,0,0,0.0,17,33,8,9,8,8,5,11,20,24,8,15
635,Forrest Petz,1,0,5,18,0.27,19,35,0,0,0,0,0,0.0,2,14,2,3,1,1,1,9,4,9,0,0
634,Matt Hughes,1,0,7,27,0.25,7,27,0,0,0,0,7,0.0,5,22,1,4,1,1,4,22,3,5,0,0
